,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63
cell_1595,0.96913874,1.4247143,0.2437039,-0.08884059,-1.4326991,-1.6452161,1.62075,0.8253486,0.98203427,0.0029029846,0.68131024,-0.013719767,-1.1033632,-0.7552818,1.6584691,1.9347417,0.520775,1.3742349,0.154793,0.11828682,-1.2720658,1.3216046,-1.5710909,-0.37865844,-0.37442395,-0.26698342,-1.8056345,0.98628944,0.030846193,-1.9579495,0.42847812,0.6694703,-0.41100603,-0.024151921,-0.91575074,-0.5732828,0.40679026,0.30967063,1.1989616,-0.2725643,-1.9102765,-0.4992785,-0.23432976,-0.08286363,-1.172205,-2.0321393,0.8895183,0.32178882,0.26359892,0.93969107,0.39320496,-0.113426834,-0.23346338,0.8591152,-1.8605934,-1.2255709,-0.40723416,-1.3966253,0.19853967,1.7059804,1.5291836,0.16648063,-0.8238488,-0.012452275
cell_1596,0.68308115,-0.0225842,1.2272722,-0.894366,-0.80747175,-0.9672611,1.1452076,1.4589956,1.4579604,-1.1463244,-0.71541417,1.471141,-1.0107043,0.7269486,-1.5514941,-1.4482104,-1.4252769,1.4174595,-0.55195576,-1.4669235,1.1458389,-0.9472481,1.331486,1.3498404,-1.2836962,-2.0170348,-1.6752819,1.5876664,-1.2577728,0.24722813,-0.9261379,-1.1129223,1.5599712,-0.5492695,-1.8879795,-1.0907238,-0.47981405,-1.138461,-2.1982205,1.6294358,-0.32365334,0.3274341,1.318357,1.4986615,0.04928875,-1.7493043,1.3382783,1.3051324,-0.8653426,2.1117558,-1.615197,0.46764687,-2.1293008,-0.05964737,-1.2353206,1.3087955,1.481981,1.5132488,-0.62271506,1.808254,0.8045353,0.19626008,-1.3881751,-1.1210842
cell_1597,-0.43666774,2.9043732,1.7257628,-2.0050056,-1.2624463,-0.058617085,2.1650646,0.45143765,0.10759841,-3.0394118,1.8984925,-0.7653529,-1.8591971,-0.88651705,-1.0930811,1.6886215,1.6636581,1.0092219,-1.4113437,-1.297871,-1.2726113,-1.2422934,-0.81912136,-0.6585145,-2.030091,1.5645148,0.93682253,-2.2607925,2.0288253,0.25877383,0.54619426,0.16720733,1.3562435,1.6835412,0.7979474,1.2925605,0.19822064,2.0704618,2.4580913,1.6612995,-1.2784637,0.84274924,2.1466107,0.12527099,0.7112763,1.1045045,-1.5638251,2.139255,1.3643646,1.4232262,1.6744661,-1.4256445,-1.2977697,0.43061906,-0.024691075,-1.0245684,-1.7077972,1.45882,2.628073,1.2181311,-2.0384865,-1.2924731,1.0007149,1.5076076
cell_1598,-0.5970051,0.73386455,0.46774918,-0.6135795,0.72046435,-1.0989032,1.6362597,0.17673844,2.3030508,-0.11536628,-0.9501039,0.13097635,-0.26432547,0.39014697,-0.43650553,0.18966666,-2.2657328,2.1414952,0.4748084,-1.2518771,-0.09177053,-0.2504725,0.6789917,1.8794467,-1.7404485,-1.4488893,-2.126126,0.80576164,-0.0076435544,-0.878924,-0.10222364,-0.44228065,0.9020403,-0.47850472,-0.5388911,-0.95286155,-0.59489113,-0.79938996,-0.46010473,1.1461171,-1.3029027,0.5305755,1.941943,1.9726187,-1.1753559,-1.3503081,1.475525,0.91829973,-0.15970516,1.0677657,-0.397961,0.055841766,0.073094845,-0.36833456,-1.5473789,0.5596446,0.8940064,0.42173263,-1.1958826,0.8286823,0.6894566,0.7991487,-0.7447672,-0.6883036
cell_1599,1.5208801,-0.042622134,-0.75200826,0.6086808,0.3203395,1.436999,-0.5814963,1.2239976,1.0017816,-1.4343165,-0.20727487,0.3678217,-1.345166,-0.68214196,-0.46573433,-0.7578665,-1.6968045,0.11072597,0.92072594,-1.2819003,-0.785618,1.0125471,0.3509484,2.127558,-0.4137584,-0.80563694,0.6087724,0.71648896,1.0064148,-2.1572423,-0.7180846,0.6035621,0.76734746,1.6679724,0.71506286,-1.7376059,1.1336341,-0.08795894,0.39379728,1.7325095,1.4216518,-1.1291704,0.65182114,1.0029718,0.49919903,-0.06974089,0.75798,-0.027949482,1.4648861,-0.5051145,-1.307287,-1.0987362,1.2092484,-1.1922072,1.5236678,0.71963197,2.2841434,-1.0873652,0.6340745,0.69220203,-0.56159455,0.49450803,0.9139826,0.13588461
cell_1600,-1.3899989,-0.41646963,-1.537342,0.9611519,0.8235708,-1.0624672,-0.90643877,-0.15717347,1.7939819,0.45999148,1.1807792,-0.29755545,0.93901443,-1.5912133,-0.78397506,0.80841243,-0.75020576,1.032354,1.6159431,-1.9838656,0.99880123,-0.84409225,0.779665,-0.3404599,-2.2762187,-1.48721,-0.6746476,1.7869594,1.5240229,0.6405485,2.1330392,1.538856,1.2021515,-1.2510267,-1.0901005,1.1519557,0.49330938,-0.033596396,-0.7678666,-0.6324594,-0.5248139,1.2993947,1.4528185,1.9744426,-1.4546828,0.8541318,-1.2925532,1.455329,-0.21356979,-0.034444258,0.18006286,-1.6928244,0.2072807,0.5487,-1.1564885,-1.4122626,1.3556136,0.98716813,-0.21674246,-1.0426391,-1.8721793,0.55731237,1.1159941,-0.25520515
cell_1601,-0.62896407,-0.74744534,-1.5367093,0.9903304,0.8535138,-0.8641349,-1.235508,-0.086709686,2.2382567,0.24058188,1.1363165,-1.0165284,0.9013527,-0.8888867,-1.0997348,0.68610626,-0.41543877,1.0703064,1.073751,-1.4915628,0.9990127,-1.3543289,0.97012466,-0.27842698,-1.2146322,-1.5218146,-1.0945618,1.5666755,1.1290282,0.6338366,0.9062305,1.0001211,0.47494584,-1.1418891,-0.83634007,0.6170129,1.4068055,1.3541096,-0.7960723,-0.3394891,-0.9915203,1.1565081,1.2392824,2.1074758,-1.3911223,0.9451,-0.82161915,1.274724,-0.54796785,-0.13960184,1.1365495,-1.3441961,0.17123064,1.002981,-1.3195328,-0.3114786,1.0137666,1.3015413,-0.713542,-1.0095783,-1.7310683,0.46661627,0.58630854,-0.11341137
cell_1602,0.59328634,0.78612494,-0.9621442,0.1577354,-0.8422051,-0.9194,1.9819432,-0.7582981,0.95844,0.3942206,1.7132106,0.9228479,-0.8562046,0.9517824,1.2871342,0.9122623,-1.0005369,1.2686418,1.0435323,-0.043793216,-1.3511258,0.84703773,1.486805,0.70838755,1.3040915,1.1952496,-0.99981946,-0.13470942,1.872714,-1.2715918,-0.95006245,-0.38160944,-0.5991422,-0.6909236,0.66125137,0.47263464,0.9390079,1.2033169,0.91640675,0.9915248,-0.66503996,-0.90359056,1.1509283,1.4184141,-1.0528653,-1.6937718,0.8217734,-1.180197,1.225702,-0.02132687,0.48304474,0.542333,0.63379985,0.37574494,-0.76264566,1.4401041,-1.0843303,-1.2262331,-0.411561,-0.9861161,1.1699877,-1.7404885,-1.6079986,0.22769204
cell_1603,1.3150136,1.1838772,0.7718729,0.52608,-0.86074495,-1.1181524,1.0231758,1.6681037,0.8056206,-0.35004133,0.44643426,-1.1323233,-0.27048942,-0.7198192,2.1990013,1.4591475,0.24306273,1.3837812,0.36998045,1.5006379,-0.4041296,-0.9403659,-0.55233395,-0.2787414,-0.4266418,-1.0846035,-1.7662725,2.0213695,-0.8197963,-2.0233083,1.4361959,0.7139231,0.24847311,0.45810902,-1.4904168,-0.3086755,-1.3867475,-0.86252093,0.745527,-0.09266206,-0.5091723,0.5030969,-0.42062813,-0.08188638,-1.9669813,-1.1913965,1.0065583,-0.16747169,-0.7790715,0.5614595,-0.6996837,0.1518058,-1.41905,1.278578,-1.4618163,-1.8149955,-0.7903244,-0.800708,2.3425133,1.608919,0.34122276,-0.30041933,-1.3414315,-1.3035817
cell_1604,0.33738822,1.5630264,-0.53092724,-0.083093464,-0.57962734,0.3456583,0.39492062,0.67065084,1.7057062,-0.8093474,-1.0891143,-0.7219199,-1.8520725,1.6619798,-0.6362614,0.5654613,-0.26667285,1.5759926,1.7626387,0.7722583,0.5033665,0.34481105,0.9099113,0.49332553,-1.0718865,-0.5057805,0.116995245,0.5805442,0.9788449,-0.52749324,-0.26057917,-1.468522,-1.3923542,-0.7987588,0.66651547,-0.6907079,-1.151263,1.379063,1.4505564,-0.5287626,0.9918783,-0.38800812,0.2792577,1.8087674,-0.38711035,-2.0105078,0.253514,-0.79133296,0.996633,-1.3012744,-1.0232655,0.6840833,-0.6029886,1.0099474,-0.11598092,1.099929,-0.71006507,-1.2802448,0.64990944,-0.12821029,-0.14295669,0.5908968,-0.05891475,0.8768958
cell_1605,1.1947631,-0.4022151,-1.2011601,1.0189976,2.2743325,-1.3346215,-0.9027567,1.2965682,1.6423508,-1.9496614,-1.4363257,-0.8332472,-1.9175065,-0.99842775,-1.4117886,-1.0134699,1.0512681,1.8882548,-0.6473318,-0.03194,1.001097,0.97861606,-0.71161056,-1.5573051,-0.087989755,-2.2666311,0.15296727,2.0077336,1.2993739,-2.0716133,-0.8878634,0.7566915,1.457153,1.4284574,-0.35093644,-1.5318179,1.2350762,-0.28695416,-0.83721936,1.8293786,-1.0349233,-0.94988364,0.36172426,1.4372305,-1.0334677,1.0129653,1.6595292,-1.45823,2.2415698,1.3046544,-1.8743916,0.9897481,-0.5676937,-0.49438798,1.8507062,0.59698415,0.916312,0.29182673,-0.38219103,0.65811706,-2.1422856,-1.0923027,-1.6256343,1.5205044
cell_1606,1.2772064,1.1243763,-1.1290516,0.45939666,-1.2161931,-0.823692,0.9339395,-0.34045,0.79978454,0.8068913,1.7244979,0.7776456,-0.9636258,0.35001445,1.2489047,2.295755,-0.87556446,0.7858645,1.4780644,-0.044113778,-0.52443844,0.5929712,1.2288733,1.0307044,0.6617346,0.23453617,-1.1068196,0.12093228,0.9470737,-1.4087443,-0.68843645,-0.23608652,-1.1785989,-0.9758854,0.70187235,0.8559785,1.0789912,1.098018,1.3647623,1.0180272,-1.020794,-1.8266913,0.9804826,1.0095003,-1.0262007,-1.5339059,0.846581,-1.3061835,0.8376585,-0.47960418,1.1515646,0.4770866,0.7404036,1.0990947,-0.9606209,0.75977564,-1.0902454,-0.6641486,-0.12334159,-0.60104495,0.85436326,-1.369308,-0.65955216,1.2295543
cell_1607,-1.0866868,1.3165905,-0.86839336,-0.65222913,-1.2069659,0.9394026,0.22989276,0.98051417,0.7574431,-2.3459415,-1.101349,-1.8171502,-2.0675278,1.8007694,-0.60945964,1.8329954,0.5441482,2.0615594,1.7144349,0.7405708,1.4334308,-0.2695064,0.5728017,-1.0371677,-1.6588154,-1.5996038,0.95381224,1.8093386,1.6498506,1.0956802,-0.07980177,-0.5334115,-0.45269483,-1.6137583,0.9105162,-1.6359296,-0.84724355,1.9517592,1.3342153,-0.78124624,1.0526235,1.5979507,1.0555292,2.5689445,0.75397,-1.1419187,-0.32329345,0.2770301,1.4179931,-0.9639815,-1.8934016,1.2353224,-0.95942676,1.7404727,0.8779713,1.7647034,-1.0521278,-1.2615964,1.1433493,0.39399797,-1.2244546,1.0486923,0.6033832,1.4676918
cell_1608,1.1037887,1.1684507,0.60899186,1.5713035,-1.2461648,-0.895103,-1.1616249,1.4976271,-1.1601238,-1.8701801,-0.63963467,-1.3398528,-2.0851402,-1.0455575,1.2092583,0.7137611,-1.835207,-0.70087683,1.6384474,1.1034373,0.5700698,-1.6361799,-0.72168016,1.4593594,-1.0807921,-0.70253015,1.652788,-0.08813647,-0.3112386,-1.0515743,1.3569483,-1.1459616,-1.0377225,-0.6592417,-1.6869978,0.5947481,-1.1313167,-0.07751262,1.1485046,-0.25283092,-0.49513352,-1.2681242,-0.88246953,-0.7693938,-1.3076744,0.485062,1.1377432,-0.97496045,-0.5938246,-1.445286,0.65485996,-1.416188,-1.6333534,-0.26220334,-0.36945313,-0.4059851,0.7864861,1.1705946,1.754911,1.2228525,0.27083445,-1.2288709,1.005654,0.32210487
cell_1609,1.6666114,2.2639232,0.7398944,0.31844226,0.2501104,0.41022724,0.3148049,0.21843258,1.7770584,-1.2494601,1.3667831,-2.3545125,0.18270962,1.291469,0.75050175,1.571593,-0.120132335,0.4223133,2.6039822,1.4004579,-0.8502829,-1.3796487,0.58788514,0.3279623,0.92068577,-1.6006143,-1.365178,1.1379259,0.6006299,-0.5285012,-0.8194978,-0.96148515,0.11615927,1.1001906,-0.6802047,1.2672439,-0.31393713,1.3676071,0.70444286,0.8485316,1.1147112,-1.6228776,0.9665221,0.72187793,-1.3417888,-1.3571631,-0.43632296,-0.6238076,-0.07201114,-2.3369038,1.1624445,1.4601369,-1.2223177,-1.0386232,-1.4671178,1.5481188,0.35242987,-0.83003485,1.4336972,-0.8721796,-0.4796803,-0.8009323,-1.1314759,-0.5673964
cell_1610,-1.9648472,0.33773783,0.16719702,-0.3063767,1.5723087,0.06423369,-0.38411093,-0.83836144,1.6360816,0.52112585,-0.103560306,-0.4106382,1.351448,-1.5589645,-0.74437284,0.5938315,-1.4410666,1.1715988,1.9811602,-1.1102598,0.66514266,-0.11686966,-0.47986686,0.42364275,-1.3859584,-1.3316756,-2.025301,1.7335218,1.8110203,-0.2947283,1.7827556,0.27055353,0.1395866,-0.12994188,0.27052462,0.33828828,0.08882828,0.4273441,0.3526515,0.061632264,0.06480987,0.036581986,2.4032907,1.424888,-1.9191375,-0.31162578,-0.34306443,1.9214767,0.5646148,-0.59084517,-0.37560463,-1.4872802,1.0930686,0.3322798,-0.7665888,0.34703737,1.3330016,-0.09993614,-0.97659653,0.3995144,-1.5808319,1.6563162,1.3338629,0.022651464
cell_1611,1.9115905,1.2851484,-0.7722938,0.31638643,-0.31607878,-0.76362234,0.9350139,-0.87484854,2.1865478,0.13330139,1.6702012,0.72880054,-0.7454519,1.2785544,0.3414865,1.7972864,-1.5393898,1.620553,1.5423156,-0.8492641,-1.0199467,0.61515146,1.3966602,0.9460828,0.26102528,0.08667129,-1.2218282,0.24725041,1.4479873,-1.0018249,-0.835297,-0.044199497,-1.026878,-0.32670593,0.7912685,0.14875868,1.5353804,1.1364957,1.0754001,1.2445543,-0.69665277,-1.4718311,1.3905002,1.5959569,-0.97375757,-1.7998664,0.7285063,-1.0907062,1.2771721,-0.066259906,0.5419245,1.0966549,0.503112,0.81467974,-1.2928243,1.2906553,-1.1165253,-0.768836,-0.73175794,-1.167409,0.6308459,-1.1364857,-1.4083573,1.0715507
cell_1612,-0.6032069,-1.7331208,-1.5438689,-2.058522,0.8379233,2.7894764,1.4539241,1.5390412,0.8101989,0.5022496,0.8729959,-1.1438206,0.671996,-1.3791215,-0.97937673,-1.7494414,0.5202996,0.744626,-0.51314646,0.1617726,2.029082,-1.2807508,-0.39129454,1.5642926,0.88719845,1.3475552,0.096336365,0.9352423,1.034839,-2.6860144,1.3406348,-0.107306,-0.5695603,-0.23247442,0.659887,-0.5434598,-1.5134965,-2.1461678,0.035926297,2.7972844,2.3740911,0.76681376,2.237103,-0.051346153,-1.2112954,-1.0325252,0.87156296,0.060429696,-0.58766204,1.3323289,-1.6879997,-1.8079911,-2.8361528,1.11773,0.28402293,0.093251735,-1.7610006,-2.2867777,1.4876583,0.14701721,0.52655137,-1.9563143,0.4431532,-0.48533556
cell_1613,1.333985,-1.4270494,0.13473672,1.0497041,0.57947963,0.49612927,-1.1777256,1.0027096,-2.3752253,-2.213656,-1.2596968,-0.53995186,1.032554,1.0279678,2.8163292,-0.31408408,-0.19655506,-0.74303603,-1.0604918,-1.790864,-1.5733929,-2.0780365,0.5897272,2.1236162,0.19030504,0.2408655,1.5424926,0.580518,-2.4979992,-1.4093868,-0.6583457,2.2582536,1.2440319,1.6522608,0.25393683,3.1797793,-0.15133122,-1.1976486,0.8288498,-0.025201887,-1.8207549,1.3526717,-3.416453,0.962181,1.4523331,1.2653706,-0.9764814,1.627193,-1.8480526,-2.681391,-0.81619954,0.43655136,0.68803954,1.7947402,0.8418611,2.420445,-0.76028204,-0.4606549,0.87595785,-0.70055854,-0.821887,1.5957838,-1.0934145,1.1298993
cell_1614,0.1838329,0.0679993,-1.1228374,0.6241441,-0.9675716,-0.8348577,1.7947135,-0.58275205,0.17343736,1.0823157,1.7054298,1.0251796,-0.6505656,-0.10945814,1.2153237,0.5276277,-1.0593572,1.6938303,0.41215804,0.00630413,-1.8581357,1.3012242,1.0356404,0.09481434,0.7854004,0.8055859,-1.1474907,0.014237821,0.69379175,-1.4849026,-0.90801257,0.28232563,-0.21172579,-0.35612786,-0.0077435374,0.9489971,0.7520406,1.4767803,1.9502586,2.1799507,-0.9267831,-0.5588845,1.0617855,1.256428,-1.2312915,-1.373987,1.1997771,-1.0119491,1.8262773,0.7472631,-0.33906287,0.7293976,0.73092836,1.4192361,-0.5232781,0.14104421,-0.7281249,-1.8954132,-0.9484644,-0.13766792,1.0619513,-1.5351259,-1.6477917,0.6077182
cell_1615,1.6340144,0.016834997,1.436076,-1.0702686,-1.0616659,-1.1437776,1.0912132,1.9001671,1.6718237,-1.4069395,0.38326463,0.9713515,-1.6359556,0.38818008,-1.155087,-1.0139476,-0.790742,1.235496,-0.926229,-1.1294625,0.47378817,-0.97700137,1.2497029,0.35524884,-1.836705,-2.521735,-2.3617847,2.2799425,-1.2002637,0.07077469,-0.7486549,-0.5132254,1.3315799,-0.1384097,-1.8187903,-1.356615,-0.5459426,-1.2751923,-1.2689409,1.54723,-0.28032562,0.86911964,0.6620749,1.0752455,0.8080899,-1.303248,0.8766531,1.7506037,-0.58662236,1.9667867,-1.5283821,0.20404726,-2.1886532,0.03735718,-1.8986089,0.6854049,0.7529195,0.7995117,-0.22288755,1.7746713,1.5287607,0.49753934,-1.4932743,-2.1884274
cell_1616,-1.0894648,-0.86969864,-1.8497026,1.2864356,0.7036865,-1.3030728,-1.372394,-0.104443125,0.6474731,0.5828166,0.64137125,-1.2306447,0.9378622,-0.7143116,-1.6973578,1.210529,-1.0418535,0.113749444,0.8548696,-1.1457824,1.0877157,-0.48452756,1.5044005,-0.53578067,-1.14674,-1.8887086,-1.0420885,1.4205616,1.4818002,0.2995156,0.9131535,0.672106,0.78769267,-1.2013932,-1.2773607,0.791805,1.301414,1.561024,-1.2820215,-0.7462756,-1.0057619,1.2892522,1.0911705,1.4820703,-1.7299106,0.95584273,-0.94063115,0.89827365,-1.1239654,0.28671083,1.1803887,-1.6349223,0.57842785,1.3000174,-1.4045607,-0.543355,0.19902694,1.2017394,-0.73300785,-0.8091291,-1.1716671,0.67926395,0.6556039,-0.28827378
cell_1617,1.7299232,0.9783939,-1.4956106,0.57840246,-0.48107937,-0.39795348,1.3812612,-0.27258807,1.929161,0.6232016,1.667795,0.77796423,-0.48754907,1.2973298,1.3228943,1.2950784,-0.9802644,0.7541722,1.753185,-0.26129428,-0.76490223,1.0183914,1.2461854,0.61370534,0.5735624,0.7468175,-1.4056255,0.2898198,1.1820838,-1.317535,-0.73936045,-0.22245099,-1.3907025,-0.5367979,0.8929287,0.7334533,0.9883477,0.85811985,1.114348,1.3073388,-0.82319343,-0.998496,1.4720607,1.7351501,-1.6654322,-1.8691722,1.0579908,-0.9477205,1.0416794,0.535448,-0.116282344,0.7729953,0.47162545,0.74216247,-1.3262333,1.1662792,-1.4485086,-1.3029803,-0.4133062,-0.70991135,0.50164646,-1.2133148,-1.1088506,1.0109558
cell_1618,1.3414786,-1.4728688,-1.6282756,1.743623,-1.8138716,1.3898771,-1.5657489,2.2339215,-1.412725,1.3937633,1.6539061,-1.0908377,-2.0779068,-0.970571,-1.4340811,-0.86218214,-1.8100133,-2.1120446,0.880253,1.6312627,1.7210037,-0.69646764,1.5958773,0.71153593,0.5147686,-1.1447246,1.1132983,-0.75940835,0.7055875,-2.4807441,-1.4735036,-1.7508614,1.9015104,1.5859916,1.044786,-2.5253434,1.4944019,0.779128,1.8005147,1.257253,2.442377,-0.62651074,1.6112278,-0.92140627,1.6899081,1.3137743,-0.8976584,2.3275075,3.1190324,1.2676191,-1.1268837,-1.9835303,1.0781288,-0.9418046,1.5900645,-1.1684169,2.2173193,-1.2688394,2.178297,1.231044,0.58977306,1.6553929,2.441138,-2.2838328
cell_1619,-0.59312505,0.75001895,-0.2439442,-0.11013493,-1.6967987,-0.62742126,-1.4359366,0.57833445,0.09790039,-1.0304565,-1.3248905,0.11288977,-0.92282003,-0.99973035,-1.4319972,0.64113367,-0.4677463,0.099694885,1.666186,0.42628413,2.1625872,-0.8547877,-0.06890046,-0.34581518,-1.5202762,-1.6623218,1.2073427,1.030785,0.2764545,0.045891028,0.6485909,-1.9693568,-0.78926164,-1.858671,-0.7865418,-0.29970732,-0.9454726,0.88668686,0.26623076,-1.2628584,0.5454579,-0.092763394,-0.07669057,0.6395546,-0.5619894,0.30021906,-0.19379634,0.5515825,0.19452734,0.0751929,-0.09076749,-1.1921932,-1.621499,1.1513975,-0.255234,0.071743384,-0.13430656,1.1697196,1.4609977,1.3708525,-1.3137081,0.07921476,1.1767309,0.2049599
cell_1620,0.9431084,1.7289596,0.96545213,1.0132188,-1.0353774,-1.4235622,-0.5793921,1.5524266,-0.56456304,-1.7999611,-0.9610318,-1.8149055,-1.4275204,-1.1744703,1.3613378,1.1559618,-1.5562173,-0.7505101,1.3573984,0.9637034,0.395283,-1.5142406,-1.0859503,0.76823217,-1.5322114,-0.96653455,0.64740956,-0.009416391,-0.99395597,-1.5749762,1.06579,-1.3630708,-0.9155134,-1.3023212,-1.7261283,0.36706793,-1.1223718,-0.7391935,1.2995924,-0.3050118,-0.9385732,-1.4981064,-0.55896443,-0.5320527,-1.5078869,0.6250604,1.6247538,-1.2436819,-0.988478,-1.2377628,0.99054265,-1.1359895,-1.7702568,-1.1002114,-1.2394322,-0.6823486,0.5310673,0.8070427,1.6650722,1.628861,-0.051799953,-1.2366121,0.50369203,0.27148756
cell_1621,-1.4107422,1.5855983,-1.6776937,-0.64481944,-0.9446171,1.1774114,-0.09175115,0.7439327,1.3778387,-1.9023798,-1.2426392,-1.5907148,-1.3256711,1.2524003,-0.83435154,1.1645254,0.20125467,1.2872375,1.4522212,1.1228062,1.3473551,0.36940405,0.057969235,-1.5869273,-1.4666646,-1.6471941,1.3868607,1.9767394,1.5852921,0.40326917,-0.010774747,-0.7321716,-0.64201534,-1.3304993,0.76036227,-1.6351653,-1.0024294,1.5799009,1.758755,-0.95812637,1.6411058,1.1660315,0.28924477,2.0201838,0.5508119,-1.867395,-0.67193115,0.14991514,1.8390437,-1.2856183,-1.8687611,1.4875758,-1.237506,1.4517831,0.9810284,1.6352706,-0.5158121,-1.1700081,0.779332,0.4264199,-1.3475636,1.2138317,0.87541485,1.6695682
cell_1622,1.6851166,1.6342427,-0.96717733,0.27208638,-0.4103474,-0.70532304,1.1988939,-0.30757058,1.4308063,0.3567915,1.6722875,0.31647408,-1.0850406,1.2385201,0.90420794,1.0794678,-1.4966004,1.1488014,1.7014832,0.71090096,-1.0382682,0.66460925,1.7138865,0.8404067,-0.044759482,0.36906254,-1.0304362,0.14797029,1.4490454,-1.2307087,-0.8741522,-0.1118024,-1.2692376,-0.12657532,0.7220511,0.13356332,1.0670651,1.0172865,1.2583318,1.1525074,-0.6664816,-1.4790488,1.4885613,1.3073001,-1.6242695,-1.660965,0.89489007,-0.68860286,1.194369,-0.39499208,0.5288003,0.82981294,0.75059384,1.0260097,-1.1225909,1.7873745,-1.6865939,-1.1011449,-0.37366098,-0.8851581,0.3957225,-1.0659982,-1.0498492,1.1713142
cell_1623,0.31318644,-0.28077778,0.9442244,-1.4380726,-1.0172025,0.101718806,1.7368041,1.6277968,1.4836655,-1.1996796,-0.8399723,1.166223,-1.1779293,1.0343722,-0.28844136,-1.114002,-1.4856309,1.5446333,-1.0424592,-1.3673632,0.7527107,-1.0792315,0.9088099,1.6228503,-1.2729607,-1.2199572,-1.3101624,1.0889599,-1.3909384,-0.42961168,-0.6694039,-0.63580936,0.97127473,-1.2999904,-0.8576938,-1.3800328,-0.82917166,-1.5735964,-0.28458878,2.0711153,-0.47140473,1.7968761,1.3020146,1.308403,0.7683828,-1.8002881,0.9279141,1.2539632,-0.7517306,1.35338,-2.1547604,0.8884657,-1.4733543,0.96029377,-1.3567313,1.734561,0.0936289,0.5456751,-0.2157076,1.1236547,0.9910235,0.17083709,-1.2460487,-1.1053236
cell_1624,-0.20250344,0.0679037,-0.057730854,-0.13582972,0.92952675,0.085896805,-0.029630773,1.5438571,1.7991558,-2.3404095,-1.3062619,0.1516243,-1.2706379,0.20997372,-1.4552155,-0.32061175,-0.2692594,1.4215473,-0.111567974,-0.8856378,1.1913896,0.77981853,0.526328,-0.47572985,-3.0299616,-2.0244718,0.03909315,1.7854257,0.5719148,-0.58508104,-0.21707827,-0.79292494,1.2752482,-0.203533,-0.14701161,-2.508814,-1.265175,-0.24426273,0.3890655,1.4468031,0.18407263,0.082522474,1.4388486,2.5676296,-0.21697626,-1.0953989,0.33492267,1.1972111,1.356323,0.5110651,-2.0279465,0.87987363,-1.4251068,0.46578512,0.15585493,2.1346385,0.47006637,0.26986814,-0.24652924,1.7800721,-1.0187478,0.1622819,-1.1702625,0.66715837
cell_1625,1.1159792,1.9781277,1.1467493,0.70702845,-0.15618491,-1.1058406,-0.67683214,1.7246317,-0.965793,-2.1791677,-0.8828562,-0.83601826,-1.2908826,-0.6953829,0.5293498,1.2109493,-1.1529181,-0.8662885,1.0366307,1.3017952,0.3956996,-1.5468919,-0.92536026,0.7493602,-0.82347226,-1.6442857,0.69851434,-0.29538983,-0.41210216,-1.0446156,1.0173213,-1.9561999,-0.57273006,-0.78973335,-1.4945699,0.49430537,-0.9170397,-0.71820015,0.9602208,-0.6370164,-0.30640566,-0.92975056,-0.5387541,-0.06391674,-1.4288428,-0.10505684,0.42866725,-0.6628926,-0.5475658,-1.6397387,1.0710307,-1.212805,-2.0098062,-1.35442,-1.1149745,-0.17756695,0.5274624,0.7410558,1.4607964,0.44256777,0.055824894,-1.1887561,-0.124785155,0.39512038
cell_1626,-0.91729796,-0.6753137,-1.2532167,1.0267749,0.8960305,-1.1604944,-1.0806948,0.20931417,1.309615,0.4002319,0.6975793,-1.7665975,0.55836004,-1.6456887,-0.8241235,1.6055789,-0.93266886,0.9447286,1.1819749,-1.37409,0.87654084,-0.9938249,0.6139151,0.17109594,-1.7887971,-1.13731,-0.69734925,1.7079238,1.092984,0.5591868,1.6956352,1.4206254,0.8691542,-0.6580579,-0.7875143,0.58156633,0.83721864,0.18635187,-1.063853,-1.0475684,-1.0697936,0.8469811,1.2228528,2.027453,-1.7110727,1.1423897,-0.9718931,1.6655034,-0.359444,-0.005919665,0.7864901,-1.3944521,0.5776433,1.2870507,-1.4309248,-1.2803552,1.0176206,1.2968327,-0.3760543,-0.21468586,-1.7136552,0.8835044,1.1102694,-0.19533929
